sk_empresa;sk_ramo_atividade;nu_ordem
3432;2233;0
7133;2228;0
2646;2228;0
4676;2227;0
7923;2229;0
1023;2247;0
328;2227;0
9114;2248;0
2995;2233;0
2637;2241;0
4768;2249;0
5133;2227;0
6784;2230;0
3779;2233;0
17;2233;0
4718;2228;0
4321;2250;2
8508;2251;0
9460;2233;0
5646;2233;0
3756;2237;0
2760;2233;0
666;2227;0
9456;2241;0
4221;2227;0
1558;2243;0
1823;2236;0
6249;2233;0
5371;2227;0
6875;2244;1
1241;2241;0
5346;2252;0
6847;2248;0
4201;2241;0
3448;2227;0
4402;2253;0
7379;2241;0
2444;2244;1
6216;2227;0
9255;2227;0
6731;2246;0
2470;2229;0
1642;2254;0
3307;2234;1
5440;2227;0
7829;2255;0
7806;2227;0
4848;2229;0
8302;2256;0
4472;2257;0
4360;2227;2
5759;2227;0
1049;2258;0
3290;2233;0
4836;2246;0
4829;2227;1
1986;2227;1
2506;2241;0
7268;2227;0
2002;2237;0
8374;2227;0
407;2259;2
4977;2260;0
1875;2259;2
1875;2261;1
3485;2260;0
8102;2260;0
386;2261;1
6256;2262;0
6256;2263;1
3473;2260;0
6212;2259;2
1875;2262;0
6212;2262;0
8159;2259;2
8161;2264;0
7998;2265;0
7998;2266;1
9699;2260;0
7998;2267;2
8081;2262;0
400;2261;1
6211;2261;1
6211;2262;0
6212;2261;1
400;2262;0
8081;2261;1
8177;2263;1
6211;2259;2
1885;2264;0
8081;2259;2
8041;2264;0
382;2264;0
353;2264;0
378;2264;0
3458;2268;0
8082;2261;1
6202;2264;0
8059;2262;0
8082;2262;0
8082;2259;2
355;2260;0
8083;2261;1
8083;2259;2
8071;2260;0
398;2260;0
8083;2262;0
1842;2264;0
5000;2260;0
1870;2261;1
8159;2261;1
1870;2262;0
1870;2259;2
4982;2264;0
386;2262;0
3426;2264;0
386;2259;2
8159;2262;0
407;2262;0
400;2259;2
8059;2261;1
407;2261;1
412;2268;0
8059;2259;2
5956;2264;0
5960;2269;0
534;2262;0
8404;2270;0
5081;2264;0
9524;2264;0
8398;2261;1
5082;2264;0
1608;2264;0
9525;2264;0
5954;2264;0
5944;2264;0
3667;2264;0
5940;2260;0
5091;2264;0
5086;2271;0
5083;2261;1
5083;2259;2
534;2261;1
5083;2262;0
5086;2260;1
8389;2259;2
527;2260;0
5988;2261;1
9533;2264;0
5979;2260;0
5988;2262;0
4426;2261;1
4426;2262;0
8430;2261;1
4426;2259;2
5988;2259;2
8389;2261;1
534;2259;2
8396;2262;0
5968;2264;0
8398;2259;2
5972;2264;0
9530;2264;0
8389;2262;0
8398;2262;0
8396;2261;1
8396;2259;2
9502;2260;0
4401;2259;2
3719;2262;0
9468;2260;0
9466;2260;0
3719;2259;2
4401;2261;1
1508;2264;0
3719;2261;1
1521;2264;0
3728;2266;0
1469;2268;0
668;2264;0
3749;2260;0
5857;2260;0
9452;2260;0
9464;2261;1
9464;2259;2
1536;2259;2
8533;2264;0
9464;2262;0
537;2261;1
537;2259;2
5934;2262;0
5093;2264;0
537;2262;0
5934;2259;2
1588;2260;0
8430;2259;2
8430;2262;0
5935;2271;0
5934;2261;1
5098;2264;0
3706;2266;0
3701;2260;0
646;2264;0
1536;2262;0
3699;2264;0
9543;2266;0
1562;2260;0
1536;2261;1
551;2264;0
4401;2262;0
3593;2261;1
3539;2259;2
1747;2268;0
3539;2262;0
1733;2260;0
3539;2261;1
3537;2262;0
3544;2260;0
3537;2261;1
3537;2259;2
6103;2264;0
8250;2264;0
8248;2264;0
1718;2261;1
1718;2262;0
6097;2262;0
6097;2261;1
6102;2260;0
5023;2259;2
3552;2260;0
6097;2259;2
1781;2264;0
3520;2259;2
8189;2260;0
3520;2261;1
3520;2262;0
438;2260;0
8188;2262;0
5013;2264;0
1718;2259;2
8188;2261;1
8188;2259;2
1780;2264;0
1766;2259;2
1766;2262;0
5023;2262;0
5023;2261;1
1766;2261;1
9599;2264;0
8194;2264;0
1765;2264;0
1770;2271;0
1768;2264;0
6052;2269;0
6013;2264;0
9547;2268;0
6008;2264;0
6007;2264;0
3620;2260;0
9564;2271;0
8319;2260;0
6005;2272;0
9564;2270;1
6018;2260;0
6005;2259;1
8369;2259;2
9545;2259;2
3636;2261;1
3636;2262;0
8369;2262;0
9545;2261;1
9545;2262;0
6030;2269;0
5997;2264;0
8369;2261;1
505;2262;0
467;2264;0
1696;2260;0
6057;2264;0
505;2259;2
3593;2259;2
6085;2264;0
8267;2264;0
6054;2264;0
3593;2262;0
8177;2262;0
8291;2264;0
9572;2261;1
9572;2259;2
5041;2259;1
5041;2272;0
9572;2262;0
8292;2264;0
3636;2259;2
505;2261;1
8295;2269;0
1713;2264;0
7331;2262;0
7273;2264;0
7272;2264;0
7269;2266;0
7277;2264;0
42;2262;0
7267;2264;0
7256;2264;0
2528;2264;0
4811;2264;0
42;2259;2
6733;2268;0
42;2261;1
7309;2264;0
7308;2264;0
7307;2264;0
7310;2264;0
7311;2264;0
68;2260;0
7292;2264;0
6714;2271;0
4808;2264;0
4651;2261;1
4820;2266;0
4799;2273;0
7190;2259;2
7190;2261;1
7190;2262;0
2619;2268;0
7192;2264;0
2622;2274;3
2636;2264;0
7171;2260;0
4799;2275;1
2634;2268;0
7177;2268;0
2472;2264;0
41;2260;0
2559;2268;0
2561;2261;1
2549;2264;0
6742;2264;0
3037;2259;2
3037;2261;1
6752;2264;0
3037;2262;0
2561;2259;2
2544;2269;0
2561;2262;0
2453;2276;2
2422;2264;0
9900;2262;0
9900;2259;2
7414;2277;1
114;2264;0
7405;2264;0
9900;2261;1
7401;2259;2
9884;2260;0
7401;2262;0
7401;2261;1
2367;2259;2
4851;2262;0
4851;2259;2
4851;2261;1
6635;2264;0
2347;2278;2
6642;2264;0
2367;2262;0
2367;2261;1
6668;2264;0
2364;2277;1
6643;2264;0
6683;2260;0
2991;2268;0
7331;2261;1
7331;2259;2
2453;2279;1
2453;2271;0
7326;2262;0
7326;2259;2
4651;2262;0
9905;2261;1
6698;2280;4
7326;2261;1
4651;2259;2
4831;2262;0
4831;2261;1
4831;2259;2
7392;2264;0
7397;2264;0
7383;2262;0
7373;2260;0
9905;2259;2
9905;2262;0
7383;2261;1
3091;2268;0
7383;2259;2
2970;2259;2
9989;2262;0
6923;2262;0
6923;2259;2
2882;2264;0
2754;2259;2
6923;2261;1
7016;2260;0
6932;2266;0
2754;2262;0
9989;2261;1
9989;2259;2
9988;2260;0
2911;2261;1
2911;2259;2
2753;2261;1
2911;2262;0
9985;2262;0
2901;2264;0
2754;2261;1
2892;2264;0
6934;2264;0
2753;2259;2
2753;2262;0
6986;2264;0
4728;2268;0
4726;2259;2
2839;2264;0
4720;2264;0
9995;2271;0
4726;2262;0
4722;2262;0
4722;2259;2
6985;2264;0
4722;2261;1
4726;2261;1
9985;2261;1
2789;2266;0
4714;2268;0
6947;2264;0
7008;2259;2
7008;2262;0
6995;2262;0
2810;2262;0
2810;2261;1
2810;2259;2
6995;2259;2
7008;2261;1
6995;2261;1
20;2281;1
9965;2262;0
2342;2264;0
7151;2260;0
2970;2262;0
2970;2261;1
7137;2271;0
2659;2266;0
4698;2259;2
9965;2263;1
7131;2282;1
7137;2270;1
4785;2264;0
2638;2264;0
2639;2264;0
2980;2262;0
2989;2259;2
2989;2262;0
2980;2261;1
2979;2264;1
2648;2260;0
28;2264;0
2979;2271;0
2980;2259;2
23;2262;0
2989;2261;1
20;2262;0
20;2270;2
6857;2268;0
9975;2260;0
4706;2260;0
2732;2259;2
2732;2261;1
23;2259;2
9985;2259;2
20;2275;3
2732;2262;0
2675;2259;2
6838;2266;0
9971;2283;1
2675;2262;0
2675;2261;1
4698;2261;1
4699;2264;0
23;2261;1
4698;2262;0
6848;2264;0
9971;2284;0
2706;2260;0
2266;2259;2
7836;2264;0
312;2264;0
6408;2260;0
7839;2261;1
7839;2259;2
6410;2262;0
2049;2264;0
7814;2260;0
7839;2262;0
6410;2261;1
6410;2259;2
7846;2264;0
1979;2266;0
9752;2259;2
4565;2264;0
1971;2260;0
7914;2262;0
9752;2261;1
9752;2262;0
2031;2264;0
6419;2262;0
2029;2264;0
2028;2264;0
2069;2259;2
2079;2266;0
2080;2266;0
2085;2277;1
6437;2270;1
6437;2285;2
6442;2260;0
4589;2262;0
4589;2259;2
2069;2262;0
6449;2260;0
276;2261;1
7914;2259;2
6423;2259;2
6423;2261;1
6423;2262;0
2058;2264;0
6419;2259;2
291;2277;1
2069;2261;1
9798;2277;3
9798;2270;2
290;2264;0
6419;2261;1
9798;2271;1
3333;2259;1
9715;2261;1
9715;2262;0
7966;2260;0
7975;2260;0
9715;2259;2
7960;2260;0
4962;2259;2
4962;2261;1
6300;2260;0
4962;2262;0
9719;2260;0
1913;2259;2
6289;2264;0
9702;2264;0
3381;2270;2
6287;2261;1
6287;2259;2
3381;2286;3
7985;2269;0
1913;2261;1
9722;2264;0
1913;2262;0
3381;2271;1
6342;2260;0
4589;2261;1
7927;2264;0
3333;2272;0
3340;2260;0
7937;2264;0
7926;2264;0
330;2268;0
6362;2260;0
7939;2264;0
7922;2287;4
7924;2264;0
7914;2261;1
7954;2264;0
3354;2259;2
3354;2262;0
7956;2260;0
7957;2264;0
9727;2264;0
7946;2259;2
3349;2264;0
7946;2262;0
3354;2261;1
1938;2260;0
7946;2261;1
2138;2271;1
7603;2259;2
2266;2261;1
6287;2262;0
7603;2261;1
7603;2262;0
2266;2262;0
2275;2259;2
3175;2261;1
7606;2264;0
4618;2262;0
6566;2260;0
7611;2259;2
4604;2259;2
4604;2261;1
4604;2262;0
7619;2264;0
2241;2264;0
4608;2264;0
4612;2268;0
7611;2261;1
3175;2262;0
7611;2262;0
4609;2264;0
4618;2259;2
4865;2264;0
3147;2264;0
4858;2264;0
123;2264;0
3157;2268;0
3123;2264;0
9879;2288;0
9881;2289;1
4618;2261;1
2336;2270;1
2336;2271;0
7633;2268;0
7583;2264;0
2275;2262;0
2276;2261;1
2275;2261;1
4881;2259;2
4881;2261;1
3166;2264;0
7578;2264;0
4881;2262;0
2276;2262;0
3175;2259;2
2276;2259;2
160;2264;0
2138;2290;3
2341;2264;0
3207;2260;0
276;2259;2
866;2259;2
7687;2259;2
2138;2270;2
7684;2271;0
6502;2260;0
7687;2261;1
7687;2262;0
2136;2261;1
3239;2262;0
7712;2261;1
7712;2262;0
3239;2259;2
3239;2261;1
7712;2259;2
7703;2260;0
2136;2259;2
7684;2270;1
2136;2262;0
2134;2264;0
9830;2264;0
276;2262;0
6528;2259;2
6528;2262;0
6523;2262;0
6523;2261;1
6528;2261;1
7644;2259;2
4601;2264;0
6523;2259;2
7644;2261;1
7644;2262;0
7637;2291;1
2163;2259;2
6514;2264;0
2178;2260;0
2163;2261;1
2163;2262;0
3197;2262;0
3197;2261;1
2192;2264;0
3197;2259;2
2179;2268;0
2160;2266;0
7651;2266;0
7692;2260;0
4077;2259;2
4350;2260;0
5174;2264;0
1086;2262;0
5454;2259;2
1086;2261;1
4071;2259;2
9026;2261;1
5724;2259;1
4287;2264;0
4077;2261;1
5724;2272;0
4280;2264;0
4094;2261;1
4094;2259;2
4094;2262;0
5454;2262;0
9026;2259;2
4278;2264;0
4088;2260;0
3847;2260;0
4285;2264;0
8701;2264;0
1349;2264;0
4077;2262;0
1461;2263;1
1086;2259;2
5699;2262;0
8987;2264;1
8751;2259;2
5509;2260;0
5699;2259;2
5510;2264;0
8987;2271;0
5698;2259;2
8751;2261;1
5698;2261;1
5699;2261;1
3887;2264;0
5698;2262;0
1097;2292;2
4335;2261;1
3874;2260;0
1335;2259;2
1335;2261;1
9026;2262;0
1335;2262;0
4071;2261;1
4071;2262;0
1097;2270;1
4297;2264;0
4335;2262;0
1310;2260;0
4335;2259;2
9254;2259;2
1013;2268;0
1018;2264;0
9412;2264;0
1010;2293;2
5454;2261;1
4365;2264;0
1035;2261;1
1035;2262;0
1035;2259;2
1399;2260;0
1010;2294;4
9245;2264;0
5399;2264;0
4376;2268;0
5395;2264;0
9425;2260;0
1002;2264;0
1036;2271;0
8647;2262;0
5400;2264;0
9242;2293;2
8647;2261;1
9242;2295;3
5402;2296;2
9244;2264;0
8647;2259;2
1010;2297;3
5749;2261;2
5749;2259;3
9254;2262;0
9068;2261;1
5749;2262;1
8751;2262;0
5747;2261;1
9254;2261;1
8693;2264;0
5449;2264;0
5747;2262;0
9068;2262;0
5747;2259;2
9074;2264;0
5284;2261;1
5284;2262;0
9250;2270;0
8671;2260;0
5284;2259;2
8673;2264;0
5283;2259;2
1037;2260;0
4110;2298;1
5283;2262;0
5283;2261;1
9068;2259;2
4110;2299;2
786;2261;1
3944;2259;2
3944;2262;0
5645;2264;0
3980;2261;1
9320;2260;0
3980;2262;0
8831;2261;1
3972;2262;0
8831;2259;2
3944;2261;1
5232;2300;1
4325;2261;1
4325;2259;2
5235;2264;0
780;2259;2
780;2262;0
780;2261;1
8831;2262;0
4325;2262;0
4313;2260;0
5232;2261;2
5232;2259;3
8819;2264;0
1258;2260;0
1251;2260;0
1256;2264;0
3980;2259;2
8894;2262;0
8894;2259;2
8894;2261;1
5603;2264;0
9300;2259;2
1191;2260;0
9300;2261;1
1193;2259;2
1193;2262;0
3957;2264;0
9300;2262;0
1186;2261;1
3958;2268;0
1186;2262;0
3972;2259;2
8853;2260;0
8845;2301;3
8906;2264;0
8905;2264;0
3972;2261;1
3967;2264;0
8907;2264;0
1209;2261;1
1209;2262;0
8901;2260;0
1209;2259;2
1186;2259;2
8938;2264;0
9324;2262;0
5798;2261;1
9324;2259;2
9324;2261;1
4005;2262;0
1282;2262;0
8949;2264;0
3908;2260;0
9322;2302;1
1282;2261;1
5210;2262;0
1282;2259;2
5529;2260;0
5210;2261;1
4043;2261;1
833;2260;0
9334;2271;0
9274;2260;0
5520;2269;0
4043;2259;2
1294;2262;0
1294;2259;2
1193;2261;1
4043;2262;0
5210;2259;2
1294;2261;1
787;2264;0
5671;2264;0
8936;2264;0
8937;2264;0
8939;2268;0
4013;2303;2
742;2264;0
782;2259;1
4005;2261;1
4005;2259;2
5669;2264;0
5670;2264;0
8942;2260;0
782;2272;0
9322;2304;0
3913;2264;0
1277;2268;0
4034;2264;0
1156;2262;0
1156;2261;1
5678;2268;0
786;2262;0
1156;2259;2
786;2259;2
1157;2260;0
4028;2284;0
1269;2264;0
4028;2283;1
3895;2264;0
5373;2262;0
1423;2261;1
3786;2261;1
886;2261;1
5317;2272;0
9150;2271;0
3786;2262;0
5373;2259;2
5317;2259;1
5373;2261;1
5122;2261;1
5825;2260;0
1448;2261;1
1448;2262;0
8596;2272;0
994;2264;0
3787;2264;0
9153;2260;0
8596;2259;1
3786;2259;2
4245;2260;0
5122;2262;0
886;2259;2
9145;2262;0
9145;2261;1
9242;2305;1
886;2262;0
882;2264;0
1423;2262;0
9145;2259;2
5376;2262;0
5820;2264;0
5376;2261;1
5376;2259;2
9198;2271;0
4184;2265;0
9149;2260;0
4184;2267;1
5377;2264;0
9198;2270;1
4199;2261;1
8606;2264;0
4199;2262;0
4187;2268;0
8605;2264;0
9229;2264;0
5295;2268;0
907;2264;0
5357;2264;0
5352;2264;0
9166;2261;1
9166;2262;0
3775;2260;0
9166;2259;2
979;2264;0
9233;2268;0
5843;2260;0
4199;2259;2
5126;2264;0
5353;2260;0
892;2260;0
1433;2260;0
4236;2264;0
5798;2262;0
984;2264;0
9242;2306;4
9160;2264;0
985;2264;0
1448;2259;2
5122;2259;2
901;2261;1
5832;2262;0
901;2262;0
9225;2268;0
5832;2261;1
5359;2264;0
5358;2264;0
9437;2260;1
5832;2259;2
901;2259;2
9136;2264;0
868;2261;1
4249;2264;0
5384;2259;2
1461;2262;0
8580;2264;0
1423;2259;2
868;2262;0
5384;2262;0
5309;2260;0
9134;2264;0
866;2261;1
5384;2261;1
9207;2264;0
868;2259;2
5805;2307;2
8579;2264;0
5805;2293;1
5798;2259;2
866;2262;0
5806;2264;0
5288;2268;0
8581;2264;0
5176;2308;1
5305;2309;1
6478;2310;2
7061;2311;1
1905;2308;1
6478;2312;1
6121;2313;0
6121;2314;1
8738;2308;2
7061;2315;3
5240;2316;0
9215;2317;3
9538;2318;1
7696;2317;0
9859;2319;0
3148;2320;0
1949;2321;1
7576;2308;1
7061;2322;4
1745;2323;2
8521;2324;1
2968;2325;2
6998;2326;2
6998;2327;4
8010;2308;1
2968;2328;1
6998;2329;3
3843;2330;2
9804;2331;3
9804;2332;2
2091;2308;1
3097;2308;1
2383;2308;1
9258;2333;0
9215;2309;2
1745;2334;3
1745;2335;4
7061;2331;2
9215;2336;1
3112;2318;1
3416;2317;0
21;2337;0
8521;2338;0
4634;2339;0
6860;2308;1
9696;2340;1
529;2308;1
1745;2341;1
1949;2342;3
9127;2343;0
5917;2344;2
3801;2345;1
8611;2312;2
2981;2308;1
5838;2346;1
7030;2332;1
8989;2317;0
2737;2308;1
5686;2308;1
4712;2347;1
7613;2316;1
5917;2348;3
4712;2349;0
4389;2308;1
2907;2308;1
4895;2308;1
3199;2330;1
5837;2308;1
2743;2348;1
9127;2337;1
9646;2308;1
5917;2312;1
3330;2308;0
6535;2350;0
2743;2309;2
1838;2316;3
4206;2318;0
9127;2351;3
8492;2352;2
725;2308;1
6565;2308;1
8492;2353;1
9009;2354;0
8738;2355;1
8181;2308;1
5495;2356;2
4684;2357;0
5495;2358;1
8492;2359;3
3801;2337;2
1096;2357;0
5255;2360;3
5908;2361;2
5255;2362;2
9127;2363;2
1949;2336;2
1107;2349;0
3186;2364;0
1838;2317;4
5908;2316;3
737;2356;3
8164;2308;1
737;2343;2
9846;2365;0
9847;2312;0
737;2366;1
1184;2367;0
3596;2335;4
4822;2368;3
3596;2334;3
5744;2308;1
3596;2341;1
1667;2369;2
3950;2317;1
6374;2308;1
1667;2370;1
3596;2323;2
4822;2371;2
6835;2372;0
5282;2308;1
293;2350;0
4360;2308;1
6705;2373;3
4822;2317;4
7372;2374;0
5471;2375;1
1667;2376;3
6705;2377;4
6687;2315;3
9764;2316;1
3830;2357;0
6687;2350;1
6298;2312;0
1359;2312;0
4966;2332;1
4966;2331;2
9409;2341;1
3281;2308;1
6687;2362;2
6687;2322;4
3962;2378;0
5090;2308;1
1421;2379;0
698;2317;0
2004;2317;0
6377;2312;0
3598;2380;0
3947;2308;1
2968;2337;3
3074;2381;1
7377;2308;1
1693;2382;0
8413;2308;1
9433;2348;0
3326;2383;1
1458;2317;0
6403;2384;3
4954;2337;1
2542;2348;0
2957;2385;2
2957;2330;1
5767;2317;0
1219;2330;1
1195;2386;0
4679;2308;1
1040;2348;1
5860;2387;1
9409;2388;2
3950;2359;0
7259;2348;0
2812;2308;1
8282;2328;0
5622;2330;1
4954;2317;2
9297;2389;0
8946;2390;0
3330;2390;1
4563;2391;0
2046;2392;1
5341;2390;3
5316;2389;0
3307;2393;0
8959;2389;0
4721;2394;0
7026;2395;0
8962;2396;2
5601;2397;0
8962;2398;1
9761;2399;0
2046;2400;0
8962;2390;0
4206;2401;2
6505;2402;0
6505;2403;1
6403;2404;4
8956;2405;1
7834;2399;3
2045;2406;0
7030;2407;4
7834;2389;4
5601;2408;1
4712;2409;2
7662;2410;0
7824;2411;0
7030;2412;2
5601;2413;3
7030;2414;3
2046;2415;2
8956;2416;0
9764;2417;2
2831;2389;2
2004;2418;1
4206;2419;1
7834;2398;2
9824;2420;0
3199;2390;2
7824;2421;2
5597;2397;1
7824;2413;1
7834;2390;1
3202;2422;0
3199;2423;3
3330;2424;3
7824;2425;3
1152;2426;2
7824;2418;4
5597;2427;2
1173;2428;1
323;2390;0
5322;2390;0
1173;2429;2
9812;2430;1
8908;2421;3
8916;2431;2
2097;2432;2
323;2398;1
6999;2394;0
1173;2433;0
3997;2434;0
2103;2435;2
4240;2389;0
1171;2418;0
2103;2436;3
8908;2395;1
1173;2418;4
5601;2437;2
8908;2438;2
1173;2389;3
4942;2439;0
7794;2390;0
7794;2398;1
2070;2389;2
2070;2390;0
7791;2440;2
3962;2441;1
2070;2398;1
281;2442;2
3271;2443;0
282;2389;0
7794;2389;2
2826;2444;0
8916;2445;1
2799;2390;0
2082;2390;0
281;2446;3
4942;2447;1
4915;2448;4
281;2449;4
4942;2450;2
4906;2425;1
4748;2451;2
2831;2390;0
3224;2389;1
5305;2452;2
7816;2453;0
307;2454;2
2132;2390;0
7711;2398;1
3330;2398;2
3229;2455;0
4748;2439;0
5243;2390;0
332;2434;0
4563;2456;1
307;2406;1
858;2457;1
4220;2458;0
4748;2459;3
2188;2399;0
323;2389;2
7696;2418;1
9183;2460;3
6478;2461;4
5320;2462;0
7009;2389;0
5319;2389;1
3238;2418;3
5240;2463;1
8908;2425;4
9215;2418;4
3238;2428;1
296;2422;0
4748;2428;1
2831;2398;1
4559;2464;0
3238;2433;0
902;2418;0
7813;2389;0
5318;2465;0
305;2466;0
8908;2467;0
7711;2390;0
6478;2406;3
4906;2468;0
3238;2429;2
3074;2469;3
9065;2468;2
9065;2463;3
2466;2470;0
9065;2425;4
3074;2442;2
9065;2390;1
7353;2390;1
2938;2471;2
3082;2472;3
7352;2422;0
98;2473;0
5435;2390;0
2450;2474;3
6701;2475;1
4653;2389;0
1044;2468;3
6711;2476;1
56;2398;1
3057;2433;2
1044;2425;4
56;2468;2
1044;2398;2
6686;2477;0
6701;2478;0
3067;2422;0
6701;2479;2
1044;2390;1
5433;2416;0
9069;2389;1
4091;2480;0
4087;2481;1
4087;2468;2
4087;2422;3
7399;2390;0
6665;2482;4
4767;2434;0
5471;2406;2
113;2389;3
6662;2483;1
113;2398;2
6662;2484;0
5471;2485;3
4833;2399;0
4087;2425;4
1061;2486;0
3082;2413;2
3082;2467;0
6682;2425;1
2696;2389;0
7353;2398;2
6682;2468;0
3082;2428;1
5453;2422;3
7353;2422;3
5453;2421;2
2704;2432;0
5453;2487;1
5453;2488;0
3057;2389;4
5453;2425;4
3055;2489;3
7141;2482;3
3017;2490;1
5409;2389;0
4681;2468;2
9961;2389;0
38;2477;0
9959;2491;2
1017;2492;0
7195;2390;0
2565;2389;1
7195;2424;1
6758;2389;0
4681;2398;1
7195;2434;2
4681;2425;3
4784;2493;0
9130;2494;0
7170;2495;0
9130;2496;1
998;2467;0
2988;2434;0
7159;2497;0
9127;2498;4
9959;2499;1
998;2389;3
37;2415;1
37;2392;0
998;2500;2
4681;2390;0
998;2428;1
4159;2501;0
1040;2502;2
2665;2503;0
9078;2504;3
3044;2413;3
5419;2505;0
4155;2434;0
3017;2421;3
9078;2506;2
3057;2437;3
113;2390;1
56;2425;3
3055;2507;4
843;2508;0
5419;2509;1
9078;2474;1
3044;2510;2
7141;2390;1
4669;2389;0
9959;2511;0
7141;2434;4
3017;2413;2
3035;2468;0
3017;2425;4
3035;2425;1
2665;2421;1
1033;2403;0
2665;2425;2
1032;2512;0
7141;2398;2
5419;2418;2
56;2390;0
2363;2425;4
4066;2513;0
4302;2395;1
7058;2477;0
6572;2434;0
9265;2468;0
4067;2514;0
9856;2389;0
5503;2515;3
7595;2509;1
151;2516;0
7595;2505;0
9009;2517;1
2917;2453;1
5503;2518;4
6575;2468;0
9258;2501;1
4292;2397;0
4622;2389;0
4291;2389;0
6590;2389;0
138;2519;0
6588;2453;0
9858;2434;0
4302;2422;2
5495;2418;4
6575;2425;1
5495;2501;3
4295;2390;0
1094;2520;0
1094;2521;1
2743;2522;4
7630;2523;1
8984;2524;0
9163;2525;1
8984;2415;3
8984;2392;2
8984;2413;1
2743;2526;3
5351;2464;1
1124;2527;4
6521;2389;1
1122;2528;2
4045;2398;0
1122;2432;3
4045;2389;1
5255;2529;4
9265;2425;1
6553;2530;0
3188;2472;1
3184;2390;0
1107;2520;1
7607;2389;0
9846;2531;1
8991;2532;0
7057;2462;0
8989;2418;1
7047;2405;0
5511;2533;2
5511;2534;1
9874;2535;0
3188;2503;0
3148;2536;3
2363;2429;2
21;2390;1
2363;2428;1
2363;2433;0
4286;2503;0
1133;2434;1
2360;2390;0
7493;2399;0
2926;2390;0
2344;2434;0
2352;2398;0
2360;2398;1
2363;2468;3
2352;2434;1
9882;2447;2
2392;2422;2
3097;2390;2
2392;2406;1
7428;2390;0
6658;2537;0
6654;2538;0
3097;2539;4
9882;2407;3
4286;2425;2
9039;2395;1
5474;2394;0
9258;2406;2
9882;2439;1
4286;2421;1
9973;2540;0
3120;2541;2
3143;2542;1
3142;2389;0
4864;2398;1
2922;2459;3
9878;2543;1
4864;2390;0
4852;2544;0
3148;2545;2
2303;2546;0
3097;2547;3
5360;2390;0
2922;2390;1
2922;2548;2
4626;2549;2
3148;2550;1
4862;2389;0
3111;2398;0
3110;2394;0
4852;2551;1
4852;2406;2
7063;2552;1
4194;2553;0
7063;2554;0
4288;2434;0
9982;2390;0
4626;2555;3
4626;2556;1
3120;2480;1
9878;2557;0
9983;2558;0
3151;2514;0
1080;2559;0
3889;2434;0
5010;2560;4
5134;2425;4
1421;2561;2
1419;2562;2
1419;2389;3
6187;2563;1
6187;2564;2
6187;2565;0
3801;2406;3
6193;2566;0
8397;2567;1
5009;2568;0
1421;2569;3
5134;2421;3
5132;2389;0
1421;2442;1
739;2562;0
1821;2390;1
1421;2389;4
3477;2429;2
3477;2408;1
3477;2425;4
8141;2570;1
3477;2468;3
424;2390;0
8399;2434;0
5980;2390;0
418;2571;1
8184;2477;0
5793;2390;1
1624;2414;3
1624;2572;1
8736;2390;0
424;2398;1
5793;2468;3
1784;2573;1
417;2462;0
5793;2425;4
5793;2398;2
737;2529;4
3488;2574;1
5705;2575;1
8394;2434;0
5134;2576;1
5134;2438;2
5711;2406;0
3506;2468;1
1789;2577;0
3506;2418;3
723;2390;1
3506;2425;2
8483;2390;1
3475;2492;0
8803;2398;0
5925;2577;1
3781;2390;1
1422;2425;3
6243;2578;2
8061;2422;0
1581;2468;0
1581;2425;1
5827;2540;0
3781;2468;2
8058;2579;4
1575;2492;1
8805;2474;1
9440;2464;0
3700;2390;0
8611;2501;3
672;2390;0
8435;2580;1
672;2398;1
8053;2581;0
8058;2390;2
5925;2582;2
3781;2425;3
8054;2425;1
8058;2583;3
8054;2468;0
5672;2434;0
8415;2468;1
8415;2425;2
5952;2584;3
5005;2418;2
3666;2434;2
1422;2585;1
1422;2421;2
1422;2418;4
1827;2586;0
6210;2392;0
8093;2462;0
6210;2415;1
3685;2389;0
8629;2548;1
3443;2587;2
8629;2459;2
8435;2588;2
3443;2589;3
8629;2390;0
8426;2395;2
3666;2399;1
5005;2406;1
4386;2395;4
5619;2492;0
5005;2501;0
5213;2389;0
3501;2590;0
1373;2454;1
9409;2463;4
442;2389;1
5764;2462;0
1716;2591;0
3585;2392;0
4474;2438;2
8271;2390;1
4474;2467;0
3585;2415;1
8257;2592;0
4474;2421;3
6010;2468;0
3846;2593;0
6010;2425;1
4477;2594;0
5052;2389;3
8271;2434;2
5052;2413;2
5052;2595;0
8255;2390;0
8255;2398;1
3843;2570;3
1624;2596;2
8339;2394;0
5763;2597;0
3825;2598;1
3598;2599;3
3598;2600;4
8690;2390;0
5164;2434;0
3598;2601;1
6049;2394;0
3602;2425;2
3602;2418;3
3602;2468;1
9402;2425;1
698;2418;1
9402;2468;0
1667;2602;4
8694;2462;0
1665;2603;0
699;2434;1
5756;2604;0
1373;2406;0
9409;2501;3
5743;2389;0
4474;2425;4
1693;2605;1
8315;2390;0
8692;2535;0
3598;2606;2
4474;2432;1
5052;2428;1
723;2468;3
1764;2399;0
723;2425;4
6127;2607;0
4477;2608;1
440;2390;0
690;2535;1
6121;2609;2
1405;2531;2
1408;2413;3
5721;2610;0
5144;2392;0
8733;2611;0
1415;2434;0
3640;2612;1
5985;2613;1
9538;2614;2
1342;2394;0
9606;2474;3
5144;2415;1
1408;2472;4
3525;2397;0
1408;2428;2
1779;2462;0
